ability_match,ck,acknowledge_match,idle_match,consistency_match,mr_an_enable,mr_adv_ability[0],mr_adv_ability[1],mr_adv_ability[2],mr_adv_ability[3],mr_adv_ability[4],mr_adv_ability[5],mr_adv_ability[6],mr_adv_ability[7],mr_adv_ability[8],mr_adv_ability[9],mr_adv_ability[10],mr_adv_ability[11],mr_adv_ability[12],mr_adv_ability[13],mr_adv_ability[14],mr_adv_ability[15],mr_main_reset,mr_loopback,mr_restart_an,mr_np_tx[0],mr_np_tx[1],mr_np_tx[2],mr_np_tx[3],mr_np_tx[4],mr_np_tx[5],mr_np_tx[6],mr_np_tx[7],mr_np_tx[8],mr_np_tx[9],mr_np_tx[10],mr_np_tx[11],mr_np_tx[12],mr_np_tx[13],mr_np_tx[14],mr_np_tx[15],rudi[0],rudi[1],rudi[2],reset,rx_config_clr,rx_config[0],rx_config[1],rx_config[2],rx_config[3],rx_config[4],rx_config[5],rx_config[6],rx_config[7],rx_config[8],rx_config[9],rx_config[10],rx_config[11],rx_config[12],rx_config[13],rx_config[14],rx_config[15],signal_detect,rx_config_set,sync_status,startup_enable,link_timer_done,link_timer_cnt[0],link_timer_cnt[1],link_timer_cnt[2],link_timer_cnt[3],link_timer_cnt[4],link_timer_cnt[5],link_timer_cnt[6],link_timer_cnt[7],link_timer_cnt[8],link_timer_cnt[9],link_timer_cnt[10],link_timer_cnt[11],link_timer_cnt[12],link_timer_cnt[13],link_timer_cnt[14],link_timer_cnt[15],link_timer_cnt[16],link_timer_cnt[17],link_timer_cnt[18],link_timer_cnt[19],link_timer_cnt[20],link_timer_m_start,link_timer_m_inc,mr_an_complete_m_clr,mr_an_complete,mr_lp_adv_ability[0],mr_lp_adv_ability[1],mr_lp_adv_ability[2],mr_lp_adv_ability[3],mr_lp_adv_ability[4],mr_lp_adv_ability[5],mr_lp_adv_ability[6],mr_lp_adv_ability[7],mr_lp_adv_ability[8],mr_lp_adv_ability[9],mr_lp_adv_ability[10],mr_lp_adv_ability[11],mr_lp_adv_ability[12],mr_lp_adv_ability[13],mr_lp_adv_ability[14],mr_lp_adv_ability[15],mr_an_complete_m_set,mr_lp_adv_ability_set,mr_lp_adv_ability_clr,mr_lp_np_rx_m_set,mr_lp_np_rx[0],mr_lp_np_rx[1],mr_lp_np_rx[2],mr_lp_np_rx[3],mr_lp_np_rx[4],mr_lp_np_rx[5],mr_lp_np_rx[6],mr_lp_np_rx[7],mr_lp_np_rx[8],mr_lp_np_rx[9],mr_lp_np_rx[10],mr_lp_np_rx[11],mr_lp_np_rx[12],mr_lp_np_rx[13],mr_lp_np_rx[14],mr_lp_np_rx[15],mr_np_loaded_m_clr,mr_np_loaded,mr_page_rx,mr_np_loaded_m_set,mr_page_rx_m_set,mr_page_rx_m_clr,np_page_rx_m_set,np_page_rx,np_rx_m_set,np_rx,pcs_an_present[0],pcs_an_present[1],pcs_an_present[2],pcs_an_present[3],pcs_an_next[0],pcs_an_next[1],pcs_an_next[2],pcs_an_next[3],resolve_priority_m_set,resolve_priority,toggle_rx_m_set,toggle_rx,toggle_tx_adv_m_set,toggle_tx,tx_config[0],tx_config[1],tx_config[2],tx_config[3],tx_config[4],tx_config[5],tx_config[6],tx_config[7],tx_config[8],tx_config[9],tx_config[10],tx_config[11],tx_config[12],tx_config[13],tx_config[14],tx_config[15],toggle_tx_toggle_m_set,tx_config_ACK_m_set,tx_config_ABILITY_m_set,tx_config_m_clr,tx_config_NP_m_set,xmit_CONFIGURATION_m_set,xmit[0],xmit[1],xmit[2],xmit_IDLE_m_set,xmit_DATA_m_set,[1]ability_match,[1]ck,[1]acknowledge_match,[1]idle_match,[1]consistency_match,[1]mr_an_enable,[1]mr_adv_ability[0],[1]mr_adv_ability[1],[1]mr_adv_ability[2],[1]mr_adv_ability[3],[1]mr_adv_ability[4],[1]mr_adv_ability[5],[1]mr_adv_ability[6],[1]mr_adv_ability[7],[1]mr_adv_ability[8],[1]mr_adv_ability[9],[1]mr_adv_ability[10],[1]mr_adv_ability[11],[1]mr_adv_ability[12],[1]mr_adv_ability[13],[1]mr_adv_ability[14],[1]mr_adv_ability[15],[1]mr_main_reset,[1]mr_loopback,[1]mr_restart_an,[1]mr_np_tx[0],[1]mr_np_tx[1],[1]mr_np_tx[2],[1]mr_np_tx[3],[1]mr_np_tx[4],[1]mr_np_tx[5],[1]mr_np_tx[6],[1]mr_np_tx[7],[1]mr_np_tx[8],[1]mr_np_tx[9],[1]mr_np_tx[10],[1]mr_np_tx[11],[1]mr_np_tx[12],[1]mr_np_tx[13],[1]mr_np_tx[14],[1]mr_np_tx[15],[1]rudi[0],[1]rudi[1],[1]rudi[2],[1]reset,[1]rx_config_clr,[1]rx_config[0],[1]rx_config[1],[1]rx_config[2],[1]rx_config[3],[1]rx_config[4],[1]rx_config[5],[1]rx_config[6],[1]rx_config[7],[1]rx_config[8],[1]rx_config[9],[1]rx_config[10],[1]rx_config[11],[1]rx_config[12],[1]rx_config[13],[1]rx_config[14],[1]rx_config[15],[1]signal_detect,[1]rx_config_set,[1]sync_status,[1]startup_enable,[1]link_timer_done,[1]link_timer_cnt[0],[1]link_timer_cnt[1],[1]link_timer_cnt[2],[1]link_timer_cnt[3],[1]link_timer_cnt[4],[1]link_timer_cnt[5],[1]link_timer_cnt[6],[1]link_timer_cnt[7],[1]link_timer_cnt[8],[1]link_timer_cnt[9],[1]link_timer_cnt[10],[1]link_timer_cnt[11],[1]link_timer_cnt[12],[1]link_timer_cnt[13],[1]link_timer_cnt[14],[1]link_timer_cnt[15],[1]link_timer_cnt[16],[1]link_timer_cnt[17],[1]link_timer_cnt[18],[1]link_timer_cnt[19],[1]link_timer_cnt[20],[1]link_timer_m_start,[1]link_timer_m_inc,[1]mr_an_complete_m_clr,[1]mr_an_complete,[1]mr_lp_adv_ability[0],[1]mr_lp_adv_ability[1],[1]mr_lp_adv_ability[2],[1]mr_lp_adv_ability[3],[1]mr_lp_adv_ability[4],[1]mr_lp_adv_ability[5],[1]mr_lp_adv_ability[6],[1]mr_lp_adv_ability[7],[1]mr_lp_adv_ability[8],[1]mr_lp_adv_ability[9],[1]mr_lp_adv_ability[10],[1]mr_lp_adv_ability[11],[1]mr_lp_adv_ability[12],[1]mr_lp_adv_ability[13],[1]mr_lp_adv_ability[14],[1]mr_lp_adv_ability[15],[1]mr_an_complete_m_set,[1]mr_lp_adv_ability_set,[1]mr_lp_adv_ability_clr,[1]mr_lp_np_rx_m_set,[1]mr_lp_np_rx[0],[1]mr_lp_np_rx[1],[1]mr_lp_np_rx[2],[1]mr_lp_np_rx[3],[1]mr_lp_np_rx[4],[1]mr_lp_np_rx[5],[1]mr_lp_np_rx[6],[1]mr_lp_np_rx[7],[1]mr_lp_np_rx[8],[1]mr_lp_np_rx[9],[1]mr_lp_np_rx[10],[1]mr_lp_np_rx[11],[1]mr_lp_np_rx[12],[1]mr_lp_np_rx[13],[1]mr_lp_np_rx[14],[1]mr_lp_np_rx[15],[1]mr_np_loaded_m_clr,[1]mr_np_loaded,[1]mr_page_rx,[1]mr_np_loaded_m_set,[1]mr_page_rx_m_set,[1]mr_page_rx_m_clr,[1]np_page_rx_m_set,[1]np_page_rx,[1]np_rx_m_set,[1]np_rx,[1]pcs_an_present[0],[1]pcs_an_present[1],[1]pcs_an_present[2],[1]pcs_an_present[3],[1]pcs_an_next[0],[1]pcs_an_next[1],[1]pcs_an_next[2],[1]pcs_an_next[3],[1]resolve_priority_m_set,[1]resolve_priority,[1]toggle_rx_m_set,[1]toggle_rx,[1]toggle_tx_adv_m_set,[1]toggle_tx,[1]tx_config[0],[1]tx_config[1],[1]tx_config[2],[1]tx_config[3],[1]tx_config[4],[1]tx_config[5],[1]tx_config[6],[1]tx_config[7],[1]tx_config[8],[1]tx_config[9],[1]tx_config[10],[1]tx_config[11],[1]tx_config[12],[1]tx_config[13],[1]tx_config[14],[1]tx_config[15],[1]toggle_tx_toggle_m_set,[1]tx_config_ACK_m_set,[1]tx_config_ABILITY_m_set,[1]tx_config_m_clr,[1]tx_config_NP_m_set,[1]xmit_CONFIGURATION_m_set,[1]xmit[0],[1]xmit[1],[1]xmit[2],[1]xmit_IDLE_m_set,[1]xmit_DATA_m_set
0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0
0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0
0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0
1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0
0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,0,1
0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0
1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0
0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0
1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,2,0,0
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,2,1,0
0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0
1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,1,0
